Month,Commissioner / Provider,Practice plus Code,Comparator Description,Age Band,Numerator,Denominator,Value
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,EAST WING PRACTICE (A88613),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,8,68,11.7647058823529
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,ELLISON VIEW SURGERY (A88012),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,67,5.97014925373134
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,FARNHAM MEDICAL CTR. (A88002),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,13,255,5.09803921568627
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,IMEARY MEDICAL GROUP (A88601),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,2,47,4.25531914893617
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,MARSDEN MEDICAL GROUP (A88003),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,12,223,5.38116591928251
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,MAYFIELD MEDICAL GROUP (A88004),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,8,107,7.47663551401869
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,RAVENSWORTH SURGERY (A88608),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,84,3.57142857142857
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,ST GEORGE & RIVERSIDE MEDICAL PRACTICE (A88015),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,79,3.79746835443038
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,TALBOT MEDICAL CENTRE (A88006),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,115,3.47826086956522
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,THE G.P.SUITE (A88025),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,6,89,6.74157303370787
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,THE GLEN MEDICAL GROUP (A88022),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,7,136,5.14705882352941
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,TRINITY MEDICAL CENTRE (A88008),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,70,4.28571428571429
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,VICTORIA MEDICAL CENTRE (A88001),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,1,46,2.17391304347826
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WENLOCK ROAD SURGERY (A88005),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,6,54,11.1111111111111
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WEST VIEW SURGERY (A88014),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,1,15,6.66666666666667
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WHITBURN SURGERY (A88023),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,5,88,5.68181818181818
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WAWN STREET SURGERY (A88007) ( C 01-May-25 ),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,5,98,5.10204081632653
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,ASHBURN MEDICAL CENTRE (A89018),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,7,64,10.9375
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,BRIDGE VIEW MEDICAL GROUP (A89019),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,18,178,10.1123595505618
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,CASTLETOWN MEDICAL CENTRE (A89036),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,2,27,7.40740740740741
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,CHESTER SURGERY (A89623),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,26,11.5384615384615
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,CONCORD MEDICAL PRACTICE (A89022),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,70,5.71428571428571
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,DEERNESS PARK MEDICAL GROUP (A89001),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,137,2.91970802919708
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,FORGE MEDICAL PRACTICE (A89020),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,0,84,0
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,"FULWELL MEDICAL CENTRE, (A89015)",Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,12,164,7.31707317073171
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,GALLERIES MEDICAL PRACTICE (A89012),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,12,118,10.1694915254237
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,GRANGEWOOD SURGERY (A89028),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,8,98,8.16326530612245
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HAPPY HOUSE SURGERY (A89041),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,5,77,6.49350649350649
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HERRINGTON MEDICAL CENTRE (A89009),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,9,135,6.66666666666667
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HETTON GROUP PRACTICE (A89004),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,11,172,6.3953488372093
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,"HOUGHTON MEDICAL GROUP, (A89023)",Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,9,95,9.47368421052632
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HYLTON MEDICAL GROUP (A89031),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,1,27,3.7037037037037
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,I J HEALTHCARE (A89617),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,37,8.10810810810811
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,KEPIER MEDICAL PRACTICE (A89021),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,97,3.09278350515464
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,MILLFIELD MEDICAL GROUP (A89017),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,14,134,10.4477611940299
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,MONKWEARMOUTH HEALTH CENTRE (A89040),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,57,7.01754385964912
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,NEW SILKSWORTH MEDICAL PRACTICE (A89032),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,10,147,6.80272108843537
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,NEW WASHINGTON MEDICAL GROUP (A89026),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,2,75,2.66666666666667
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,PALLION FAMILY PRACTICE (A89007),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,6,107,5.60747663551402
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,PARK LANE PRACTICE (A89034),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,1,26,3.84615384615385
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RED HOUSE MEDICAL CENTRE (A89008),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,54,5.55555555555556
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RICKLETON MEDICAL CENTRE (A89616),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,25,12
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RIVERVIEW SURGERY (A89002),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,42,7.14285714285714
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SOUTHLANDS MEDICAL GROUP (A89035),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,118,3.38983050847458
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SPRINGWELL MEDICAL GROUP (A89027),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,55,7.27272727272727
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,ST BEDE MEDICAL CENTRE (A89016),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,10,114,8.7719298245614
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE (A89025),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,5,92,5.43478260869565
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG (A89614),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,60,5
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,THE BROADWAY MEDICAL PRACTICE (A89024),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,10,82,12.1951219512195
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,THE NEW CITY MEDICAL GROUP (A89013),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,5,69,7.2463768115942
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,THE STEPHENSON MEDICAL PRACTICE (A89010),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,7,172,4.06976744186047
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,VILLAGE SURGERY PARTNERSHIP (A89011),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,73,4.10958904109589
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,VILLETTE SURGERY (A89005),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,74,4.05405405405405
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,WEARSIDE MEDICAL PRACTICE - PALLION (A89006),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,66,6.06060606060606
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,WESTBOURNE MEDICAL GROUP (A89030),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,5,103,4.85436893203883
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,ALSTON MEDICAL PRACTICE (A82004),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,36,8.33333333333333
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,APPLEBY MEDICAL PRACTICE (A82006),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,82,4.8780487804878
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,ASPATRIA MEDICAL GROUP (A82055),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,93,4.3010752688172
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,BIRBECK MEDICAL GROUP (A82035),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,12,218,5.5045871559633
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,BRAMPTON MEDICAL PRACTICE (A82012),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,15,274,5.47445255474453
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CALDBECK SURGERY (A82014),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,7,65,10.7692307692308
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CARLISLE CENTRAL PRACTICE (A82015),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,0,36,0
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CARLISLE HEALTHCARE (A82016),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,24,533,4.50281425891182
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CASTLEGATE AND DERWENT SURGERY (A82021),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,11,237,4.64135021097046
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CASTLEHEAD MEDICAL CENTRE (A82028),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,5,154,3.24675324675325
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,COURT THORN SURGERY (A82631),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,49,6.12244897959184
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,DALSTON MEDICAL GROUP (A82022),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,2,84,2.38095238095238
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,DISTINGTON SURGERY (A82023),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,57,5.26315789473684
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,EDEN MEDICAL GROUP (A82020),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,11,189,5.82010582010582
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,FELLVIEW HEALTHCARE (A82044),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,20,261,7.66283524904215
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,GLENRIDDING HEALTH CENTRE (A82620),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,1,7,14.2857142857143
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,JAMES STREET GROUP PRACT (A82047),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,30,408,7.35294117647059
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,KIRKOSWALD SURGERY (A82617),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,0,44,0
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,LONGTOWN MEDICAL CENTRE (A82646),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,4,55,7.27272727272727
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,LOWTHER MEDICAL CENTRE (A82041),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,13,159,8.17610062893082
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,MANSION HOUSE SURGERY (A82075),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,2,91,2.1978021978022
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,MARYPORT HEALTH SERVICES (A82032),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,11,195,5.64102564102564
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SEASCALE HEALTH CENTRE (A82024),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,74,4.05405405405405
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SHAP MEDICAL PRACTICE (A82031),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,1,28,3.57142857142857
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SILLOTH GROUP MEDICAL PRACTICE (A82037),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,8,85,9.41176470588235
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SPENCER ST SURGERY (A82018),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,7,180,3.88888888888889
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,TEMPLE SOWERBY MEDICAL PRACTICE (A82038),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,3,62,4.83870967741935
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,THE CROFT SURGERY (A82029),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,1,57,1.75438596491228
Sep-23,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,THE LAKES MEDICAL PRACTICE (A82036),Percentage of patients prescribed 3 medicines that can have an unintended hypotensive effect,Aged 75 and over,8,150,5.33333333333333
